Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
9VU7Y3ME,journalArticle,2021,"Alkhalifah, Tariq; Song, Chao; bin Waheed, Umair; Hao, Qi",Wavefield solutions from machine learned functions constrained by the Helmholtz equation,Artificial Intelligence in Geosciences,,2666-5441,10.1016/j.aiig.2021.08.002,https://doi.org/10.1016/j.aiig.2021.08.002,"Solving the wave equation is one of the most (if not the most) fundamental problems we face as we try to illuminate the Earth using recorded seismic data. The Helmholtz equation provides wavefield solutions that are dimensionally reduced, per frequency, compared to the time domain, which is useful for many applications, like full waveform inversion. However, our ability to attain such wavefield solutions depends often on the size of the model and the complexity of the wave equation. Thus, we use here a recently introduced framework based on neural networks to predict functional solutions through setting the underlying physical equation as a loss function to optimize the neural network (NN) parameters. For an input given by a location in the model space, the network learns to predict the wavefield value at that location, and its partial derivatives using a concept referred to as automatic differentiation, to fit, in our case, a form of the Helmholtz equation. We specifically seek the solution of the scattered wavefield considering a simple homogeneous background model that allows for analytical solutions of the background wavefield. Providing the NN with a reasonable number of random points from the model space will ultimately train a fully connected deep NN to predict the scattered wavefield function. The size of the network depends mainly on the complexity of the desired wavefield, with such complexity increasing with increasing frequency and increasing model complexity. However, smaller networks can provide smoother wavefields that might be useful for inversion applications. Preliminary tests on a two-box-shaped scatterer model with a source in the middle, as well as, the Marmousi model with a source at the surface demonstrate the potential of the NN for this application. Additional tests on a 3D model demonstrate the potential versatility of the approach.",2021-12-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,11-19,,,2.0,,,,,,,,,,en,,,,,,,Publisher: Elsevier BV,,,,Acoustic wave equation; Helmholtz equation; Helmholtz free energy; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7KBVMQ3,journalArticle,2019,"Tschannen, Valentin; Ettrich, N.; Delescluse, Matthias; Keuper, Janis",Detection of point scatterers using diffraction imaging and deep learning,Geophysical Prospecting,,0016-8025,10.1111/1365-2478.12889,https://doi.org/10.1111/1365-2478.12889,"ABSTRACT Diffracted waves carry high‐resolution information that can help interpreting fine structural details at a scale smaller than the seismic wavelength. However, the diffraction energy tends to be weak compared to the reflected energy and is also sensitive to inaccuracies in the migration velocity, making the identification of its signal challenging. In this work, we present an innovative workflow to automatically detect scattering points in the migration dip angle domain using deep learning. By taking advantage of the different kinematic properties of reflected and diffracted waves, we separate the two types of signals by migrating the seismic amplitudes to dip angle gathers using prestack depth imaging in the local angle domain. Convolutional neural networks are a class of deep learning algorithms able to learn to extract spatial information about the data in order to identify its characteristics. They have now become the method of choice to solve supervised pattern recognition problems. In this work, we use wave equation modelling to create a large and diversified dataset of synthetic examples to train a network into identifying the probable position of scattering objects in the subsurface. After giving an intuitive introduction to diffraction imaging and deep learning and discussing some of the pitfalls of the methods, we evaluate the trained network on field data and demonstrate the validity and good generalization performance of our algorithm. We successfully identify with a high‐accuracy and high‐resolution diffraction points, including those which have a low signal to noise and reflection ratio. We also show how our method allows us to quickly scan through high dimensional data consisting of several versions of a dataset migrated with a range of velocities to overcome the strong effect of incorrect migration velocity on the diffraction signal.",2019-11-06,2024-09-03 21:52:10,2024-09-03 21:52:10,,830-844,,3,68.0,,,,,,,,,,en,,,,,,,Publisher: Wiley,,,,Distributed Acoustic Sensing; Earthquake Detection; Real-Time Seismology; Reflection (computer programming); Seismic Phase Picking; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2X9K392,journalArticle,2020,"Cao, Ruikun; Earp, Stephanie; de Ridder, Sjoerd; Curtis, Andrew; Galetti, Erica",Near-real-time near-surface 3D seismic velocity and uncertainty models by wavefield gradiometry and neural network inversion of ambient seismic noise,Geophysics,,0016-8033,10.1190/geo2018-0562.1,https://doi.org/10.1190/geo2018-0562.1,,2020-01-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,KS13-KS27,,1,85.0,,,,,,,,,,en,,,,,,,Publisher: Society of Exploration Geophysicists,,,,Ambient Seismic; Inverse transform sampling; Real-Time Seismology; Seismic Data Processing; Seismic noise; Seismic Phase Picking; Seismic Waveform Inversion; Synthetic data; Wavenumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRSJ5WJ,journalArticle,2023,"Ding, Yi; Chen, Su; Li, Xiaojun; Wang, Suyang; Luan, Shuang; Sun, Hao",Self-adaptive physics-driven deep learning for seismic wave modeling in complex topography,Engineering Applications of Artificial Intelligence,,0952-1976,10.1016/j.engappai.2023.106425,https://doi.org/10.1016/j.engappai.2023.106425,,2023-08-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,106425-106425,,,123.0,,,,,,,,,,en,,,,,,,Publisher: Elsevier BV,,,,Adaptive mesh refinement; Ambient Seismic; Complex geometry; Deep Learning; Distributed Acoustic Sensing; Seismic Data Processing; Seismic Waveform Inversion; Seismogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMNR8TZ4,journalArticle,2023,"Zhang, Yijie; Zhu, Xueyu; Gao, Jinghuai",Seismic Inversion Based on Acoustic Wave Equations Using Physics-Informed Neural Network,IEEE Transactions on Geoscience and Remote Sensing,,0196-2892,10.1109/tgrs.2023.3236973,https://doi.org/10.1109/tgrs.2023.3236973,,2023-01-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,1-11,,,61.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Acoustic wave equation; Ambient Seismic; Distributed Acoustic Sensing; Inversion; Leverage (statistics); Seismic Data Processing; Seismic Waveform Inversion; Seismogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97VFFKJB,journalArticle,2023,"Li, Bian; Wang, Hanchen; Feng, Shihang; Yang, Xiu; Lin, Youzuo",Solving Seismic Wave Equations on Variable Velocity Models With Fourier Neural Operator,IEEE Transactions on Geoscience and Remote Sensing,,0196-2892,10.1109/tgrs.2023.3333663,https://doi.org/10.1109/tgrs.2023.3333663,"In the study of subsurface seismic imaging, solving the acoustic wave equation is a pivotal component in existing models. The advancement of deep learning enables solving partial differential equations, including wave equations, by applying neural networks to identify the mapping between the inputs and the solution. This approach can be faster than traditional numerical methods when numerous instances are to be solved. Previous works that concentrate on solving the wave equation by neural networks consider either a single velocity model or multiple simple velocity models, which is restricted in practice. Instead, inspired by the idea of operator learning, this work leverages the Fourier neural operator (FNO) to effectively learn the <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">frequency domain</i> seismic wavefields under the context of <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">variable velocity models</i> . We also propose a new framework <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">paralleled Fourier neural operator</i> (PFNO) for efficiently training the FNO-based solver given multiple source locations and frequencies. Numerical experiments demonstrate the high accuracy of both FNO and PFNO with complicated velocity models in the OpenFWI datasets. Furthermore, the cross-dataset generalization test verifies that PFNO adapts to out-of-distribution velocity models. Finally, PFNO admits higher computational efficiency on large-scale testing datasets than the traditional finite-difference method. The aforementioned advantages endow the FNO-based solver with the potential to build powerful models for research on seismic waves.",2023-01-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,1-18,,,61.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Distributed Acoustic Sensing; Operator (biology); Seismic Data Processing; Seismic Noise; Seismic Waveform Inversion; Wave Equation Migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58MDE5YT,journalArticle,2022,"Wei, Wei; Fu, Li‐Yun",Small-data-driven fast seismic simulations for complex media using physics-informed Fourier neural operators,Geophysics,,0016-8033,10.1190/geo2021-0573.1,https://doi.org/10.1190/geo2021-0573.1,,2022-11-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,T435-T446,,6,87.0,,,,,,,,,,en,,,,,,,Publisher: Society of Exploration Geophysicists,,,,Convolution (computer science); Deep Learning; Kernel (algebra); Operator (biology); Seismic Data Processing; Seismic Noise; Wavenumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27UKYDU9,journalArticle,2021,"Dong, Xintong; Zhong, Tie; Li, Yue",A Deep-Learning-Based Denoising Method for Multiarea Surface Seismic Data,IEEE Geoscience and Remote Sensing Letters,,1545-598X,10.1109/lgrs.2020.2989450,https://doi.org/10.1109/lgrs.2020.2989450,,2021-05-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,925-929,,5,18.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Ambient Seismic; Distributed Acoustic Sensing; Gradient noise; Image Denoising; Seismic Data Processing; Seismic Noise; Value noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58ZM4IQC,journalArticle,2019,"Xu, Yiran; Li, Jingye; Chen, Xiaohong",Physics informed neural networks for velocity inversion,,,,10.1190/segam2019-3216823.1,https://doi.org/10.1190/segam2019-3216823.1,,2019-08-10,2024-09-03 21:52:10,2024-09-03 21:52:10,,,,,,,,,,,,,,,en,,,,,,,,,,,Feedforward neural network; Inversion; Prospecting; Seismic Data Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJWQT6DP,journalArticle,2022,"Song, Chao; Wang, Yanghua",Simulating seismic multifrequency wavefields with the Fourier feature physics-informed neural network,Geophysical Journal International,,0956-540X,10.1093/gji/ggac399,https://doi.org/10.1093/gji/ggac399,"SUMMARY To simulate seismic wavefields with a frequency-domain wave equation, conventional numerical methods must solve the equation sequentially to obtain the wavefields for different frequencies. The monofrequency equation has the form of a Helmholtz equation. When solving the Helmholtz equation for seismic wavefields with multiple frequencies, a physics-informed neural network (PINN) can be used. However, the PINN suffers from the problem of spectral bias when approximating high-frequency components. We propose to simulate seismic multifrequency wavefields using a PINN with an embedded Fourier feature. The input to the Fourier feature PINN for simulating multifrequency wavefields is 4-D, namely the horizontal and vertical spatial coordinates of the model, the horizontal position of the source, and the frequency, and the output is multifrequency wavefields at arbitrary source positions. While an effective Fourier feature initialization strategy can lead to optimal convergence in training this network, the Fourier feature PINN simulates multifrequency wavefields with reasonable efficiency and accuracy.",2022-10-11,2024-09-03 21:52:10,2024-09-03 21:52:10,,1503-1514,,3,232.0,,,,,,,,,,en,,,,,,,Publisher: Oxford University Press,,,,Feature (linguistics); Helmholtz equation; Initialization; Position (finance); Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Seismic Signals; Seismic Waveform Inversion; Seismogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D39924F,journalArticle,2023,"Wu, Yanqi; Aghamiry, Hossein; Operto, S.; Ma, Jianwei",Helmholtz-equation solution in nonsmooth media by a physics-informed neural network incorporating quadratic terms and a perfectly matching layer condition,Geophysics,,0016-8033,10.1190/geo2022-0479.1,https://doi.org/10.1190/geo2022-0479.1,,2023-07-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,T185-T202,,4,88.0,,,,,,,,,,en,,,,,,,Publisher: Society of Exploration Geophysicists,,,,Acoustic wave equation; Helmholtz equation; Perfectly matched layer; Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Seismic Waveform Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9EKTSIYX,journalArticle,2023,"Yang, Yan; Gao, Angela; Azizzadenesheli, Kamyar; Clayton, R.; Ross, Zachary",Rapid Seismic Waveform Modeling and Inversion With Neural Operators,IEEE Transactions on Geoscience and Remote Sensing,,0196-2892,10.1109/tgrs.2023.3264210,https://doi.org/10.1109/tgrs.2023.3264210,"Seismic waveform modeling is a powerful tool for determining earth structure models and unraveling earthquake rupture processes, but it is usually computationally expensive. We introduce a scheme to vastly accelerate these calculations with a recently developed machine learning paradigm called the neural operator. Once trained, these models can simulate a full wavefield at negligible cost. We use a U-shaped neural operator to learn a general solution operator to the 2D elastic wave equation from an ensemble of numerical simulations performed with random velocity models and source locations. We show that full waveform modeling with neural operators is nearly two orders of magnitude faster than conventional numerical methods, and more importantly, the trained model enables accurate simulation for velocity models, source locations, and mesh discretization distinctly different from the training dataset. The method also enables convenient full-waveform inversion with automatic differentiation.",2023-01-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,1-12,,,61.0,,,,,,,,,,en,,,,,,,Publisher: Institute of Electrical and Electronics Engineers,,,,Earthquake Detection; Operator (biology); Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Seismic Waveform Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FVHMG95,journalArticle,2022,"Song, Chao; Wang, Yanghua",High-frequency wavefield extrapolation using the Fourier neural operator,Journal of Geophysics and Engineering,,1742-2132,10.1093/jge/gxac016,https://doi.org/10.1093/jge/gxac016,"Abstract In seismic wave simulation, solving the wave equation in the frequency domain requires calculating the inverse of the impedance matrix. The total cost strictly depends on the number of frequency components that are considered, if using a finite-difference method. For the applications such as seismic imaging and inversion, high-frequency information is always required and thus the wave simulation is always a challenging task as it demands tremendous computational cost for obtaining dispersion-free high-frequency wavefields for large subsurface models. This paper demonstrates that a data-driven machine learning method, called the Fourier neural operator (FNO), is capable of predicting high-frequency wavefields, based on a limited number of low-frequency components. As the FNO method is for the first time applied to seismic wavefield extrapolation, the experiment reveals three attractive features with FNO: high efficiency, high accuracy and, importantly, the predicted high-frequency wavefields are dispersion free.",2022-04-01,2024-09-03 21:52:10,2024-09-03 21:52:10,,269-282,,2,19.0,,,,,,,,,,en,,,,,,,Publisher: IOP Publishing,,,,Operator (biology); Real-Time Seismology; Seismic Data Processing; Seismic Phase Picking; Seismic Waveform Inversion; Wavenumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
